tiempo,morado,rojo,naranja,amarillo,verde
62.00,0,0,0,0,143
62.00,0,0,0,0,162
62.00,0,0,0,0,177
62.00,0,0,0,0,176
63.00,0,0,0,0,177
63.00,0,56,0,0,640
63.00,0,115,0,0,779
63.00,0,0,0,0,118
63.00,0,190,0,0,959
63.00,0,0,0,0,327
63.00,0,0,0,0,466
64.00,0,0,0,0,411
64.00,0,0,0,0,336
64.00,0,191,0,0,965
64.00,0,0,0,0,141
64.00,0,112,0,0,755
64.00,0,16,0,0,587
65.00,0,33,0,0,599
65.00,0,97,0,0,713
65.00,0,0,0,0,107
65.00,0,178,0,0,958
65.00,0,0,0,0,283
65.00,0,1,0,0,499
66.00,0,144,0,60,867
66.00,0,0,0,481,122
66.00,0,0,0,379,432
66.00,0,0,0,311,281
66.00,0,0,0,315,272
66.00,0,0,0,366,247
66.00,0,200,0,595,976
67.00,0,0,0,540,178
67.00,0,70,0,534,763
67.00,0,0,0,592,143
67.00,0,202,0,570,976
67.00,0,0,0,538,309
67.00,0,158,0,594,886
68.00,0,257,0,560,1094
68.00,0,0,0,590,432
68.00,0,0,0,579,109
68.00,0,0,0,593,340
0.00,18,0,11,16,453
1.00,110,0,106,128,370
1.00,46,0,81,142,284
1.00,286,0,311,407,291
1.00,0,0,0,4,326
1.00,0,0,0,0,330
2.00,0,0,0,0,327
2.00,155,0,207,315,282
2.00,299,7,336,465,467
2.00,213,0,246,306,298
2.00,17,0,19,32,333
2.00,28,0,64,128,379
3.00,240,0,295,425,277
3.00,3,0,0,0,498
3.00,0,0,250,406,92
3.00,157,165,0,344,1023
3.00,0,0,0,0,418
3.00,0,182,0,0,1069
4.00,0,82,0,0,986
4.00,0,0,0,0,451
4.00,0,0,0,0,98
4.00,0,70,0,0,963
4.00,0,17,0,0,488
4.00,0,183,0,0,1127
5.00,0,65,0,0,870
5.00,0,0,0,0,283
5.00,0,0,0,0,162
5.00,0,39,0,0,627
5.00,0,191,0,0,1183
5.00,0,33,0,0,815
6.00,114,0,145,288,176
6.00,269,224,301,432,1165
6.00,31,15,38,49,656
6.00,0,112,29,50,782
6.00,277,224,304,437,1142
6.00,13,142,48,87,808
7.00,273,195,303,366,1069
7.00,114,208,141,245,995
7.00,226,177,206,267,1008
7.00,140,385,128,256,1351
7.00,199,317,151,262,1506
7.00,202,461,183,320,1568
8.00,13,111,0,16,640
8.00,67,0,80,176,390
8.00,211,0,210,333,110
8.00,0,113,0,0,711
8.00,228,400,270,357,1673
9.00,272,0,215,278,171
9.00,259,176,15,24,1088
9.00,1011,137,143,229,208
9.00,1204,605,211,371,1691
9.00,1231,54,134,304,132
9.00,1375,593,81,199,1357
10.00,1342,278,0,0,765
10.00,1089,227,0,3,717
10.00,1298,525,145,235,1501
10.00,1319,637,112,273,1520
10.00,1269,153,17,101,453
11.00,1286,429,20,120,1287
11.00,3709,537,0,271,139
11.00,3156,951,0,371,1697
11.00,3973,459,0,245,219
11.00,4095,887,0,48,1047
12.00,4095,1022,0,368,1697
12.00,4095,695,0,52,452
12.00,3547,455,78,371,53
13.00,2121,339,0,19,606
13.00,115,225,103,138,1290
13.00,181,0,158,281,121
13.00,202,411,203,355,1659
13.00,0,155,0,0,913
14.00,134,0,143,221,205
14.00,158,0,160,334,82
14.00,0,23,0,0,806
14.00,61,38,45,68,405
14.00,153,304,161,241,1467
14.00,197,0,203,339,63
15.00,175,405,189,351,1638
15.00,58,0,69,179,316
15.00,0,128,0,0,816
15.00,15,115,22,31,1072
15.00,135,0,145,218,204
16.00,200,386,207,339,1628
16.00,202,0,189,363,41
16.00,99,347,111,221,1413
16.00,141,396,144,272,1524
16.00,0,0,0,18,595
17.00,103,243,119,175,1373
17.00,71,176,49,94,1197
17.00,170,0,141,227,181
17.00,213,385,213,349,1662
17.00,195,383,1062,336,1646
18.00,205,343,1882,336,1623
18.00,175,320,2368,272,1503
18.00,160,288,3234,255,1478
18.00,139,261,3262,208,1397
18.00,129,238,3457,190,1353
19.00,93,234,4095,159,1313
19.00,62,157,4095,80,1171
19.00,35,130,4095,46,1087
19.00,0,48,4095,7,843
19.00,0,88,4095,12,971
20.00,132,3,4095,191,267
20.00,65,36,4095,94,395
20.00,63,39,4095,69,432
20.00,29,61,4095,39,526
20.00,5,66,1001,43,511
21.00,0,80,155,422,592
21.00,0,130,0,4095,784
21.00,0,176,0,3961,843
21.00,0,190,0,4095,935
21.00,0,197,0,4059,958
22.00,0,196,0,4075,1011
22.00,0,248,0,4035,1085
22.00,48,331,0,4095,1315
22.00,80,363,0,4075,1363
22.00,112,368,0,4095,1439
23.00,116,389,0,4095,1488
23.00,0,0,0,4095,624
23.00,0,109,0,4063,701
23.00,68,205,0,3582,1209
23.00,55,157,0,94,1062
24.00,54,151,27,57,1124
24.00,16,112,11,26,1059
24.00,113,370,112,251,1470
25.00,65,0,144,242,237
25.00,177,0,221,343,92
25.00,174,0,192,331,85
25.00,187,0,215,335,112
25.00,160,0,171,272,157
25.00,165,0,154,250,186
26.00,137,0,137,233,211
26.00,189,383,209,353,1611
26.00,183,356,202,354,1579
26.00,69,23,65,112,379
26.00,45,31,38,80,435
26.00,41,37,34,75,439
26.00,17,55,13,53,507
27.00,0,0,2,47,560
27.00,131,391,166,336,1535
27.00,196,0,170,320,92
27.00,70,173,52,99,1202
27.00,0,118,0,1,777
27.00,83,0,107,267,196
28.00,207,391,178,375,1623
28.00,138,0,128,243,206
28.00,0,64,0,6,905
28.00,29,287,44,139,1201
28.00,59,310,53,186,1271
28.00,58,316,80,191,1324
29.00,83,339,79,223,1360
29.00,207,0,193,380,31
29.00,129,256,99,191,1358
29.00,0,64,0,19,604
29.00,0,0,17,108,416
29.00,187,399,181,365,1605
29.00,164,0,145,271,141
30.00,17,131,19,48,1088
30.00,0,160,0,3,897
30.00,125,0,107,288,153
30.00,211,385,176,369,1615
30.00,0,84,0,0,929
30.00,48,320,71,191,1287
31.00,42,307,50,199,1350
31.00,203,0,177,370,42
31.00,208,0,177,353,48
31.00,141,251,112,217,1386
31.00,0,0,20,106,421
31.00,195,406,161,358,1616
32.00,80,181,64,112,1139
32.00,0,117,0,0,752
32.00,231,402,249,387,1602
32.00,0,80,34,47,1023
32.00,0,0,192,363,82
32.00,0,0,98,144,331
33.00,64,287,61,166,1230
33.00,182,317,199,309,1477
33.00,5,0,0,15,698
33.00,240,0,223,376,65
33.00,1,80,9,16,611
33.00,43,395,198,357,1591
34.00,208,0,222,362,113
34.00,0,119,0,7,720
34.00,215,414,240,419,1625
34.00,150,1,171,244,208
34.00,6,240,50,96,1082
34.00,221,361,215,403,1587
35.00,216,412,237,407,1623
35.00,0,0,256,434,43
35.00,35,249,43,39,1410
36.00,18,93,0,0,592
36.00,60,51,0,0,853
36.00,144,6,0,0,567
36.00,0,0,0,0,269
36.00,0,0,0,0,229
36.00,107,0,0,0,495
37.00,0,0,0,0,182
37.00,233,87,0,0,656
37.00,0,0,0,0,264
37.00,21,36,0,0,591
37.00,247,80,0,0,634
37.00,142,0,0,0,448
38.00,0,0,0,0,175
38.00,0,0,0,0,341
38.00,134,80,0,0,640
0.00,0,0,0,0,213
0.00,81,53,0,0,691
0.00,0,0,0,0,431
0.00,0,0,0,0,151
0.00,0,0,0,0,361
0.00,144,115,0,0,733
1.00,54,19,0,0,639
1.00,0,0,0,0,302
1.00,0,0,0,0,166
1.00,0,0,0,0,411
1.00,123,92,0,0,720
2.00,9,0,0,0,531
2.00,0,0,0,0,196
2.00,0,0,0,0,242
2.00,50,42,0,0,543
2.00,113,74,0,0,727
2.00,0,0,0,0,483
3.00,85,66,0,0,606
3.00,98,65,0,0,695
3.00,118,94,0,0,685
3.00,61,25,0,0,641
3.00,0,0,0,0,366
3.00,0,0,0,0,156
4.00,0,0,0,0,384
4.00,80,47,0,0,670
4.00,146,101,0,0,753
4.00,0,0,0,0,286
4.00,0,0,0,0,416
4.00,42,7,0,0,618
5.00,0,0,0,0,187
5.00,128,107,0,0,767
5.00,0,0,0,0,253
5.00,25,17,0,0,495
5.00,10,0,0,0,567
6.00,126,91,0,0,766
6.00,0,0,0,0,180
6.00,48,43,0,0,555
6.00,0,0,0,0,533
6.00,0,0,0,0,240
7.00,115,71,0,0,745
7.00,10,0,0,0,566
7.00,0,0,0,0,445
8.00,77,48,0,0,659
8.00,94,80,0,0,638
8.00,0,0,0,0,300
8.00,0,0,0,0,177
8.00,0,0,0,0,355
9.00,0,0,0,0,363
9.00,0,0,0,0,179
9.00,176,98,0,0,678
9.00,0,0,0,0,303
9.00,0,0,0,0,377
10.00,50,13,0,0,597
10.00,0,0,0,0,197
10.00,112,72,0,0,673
10.00,0,0,0,0,238
10.00,5,0,0,0,439
10.00,23,144,235,434,495
11.00,0,0,0,0,208
11.00,130,260,54,27,686
11.00,0,0,54,36,147
11.00,62,75,0,0,624
11.00,0,0,33,32,463
12.00,67,0,49,32,19
12.00,68,128,16,31,587
12.00,48,80,0,0,545
12.00,0,0,0,0,380
12.00,0,0,100,112,279
13.00,54,2,54,52,537
13.00,0,0,45,32,163
13.00,145,383,19,13,999
13.00,111,107,2608,2647,853
13.00,4095,637,4095,4095,457
14.00,35,0,4095,4095,321
14.00,144,10,4095,4095,403
14.00,131,0,4095,4095,497
14.00,83,0,4095,4095,197
14.00,246,90,4095,4095,688
14.00,16,0,4095,4095,229
15.00,14,0,0,0,303
15.00,0,0,0,0,359
15.00,0,0,0,0,432
15.00,0,0,0,0,0
15.00,0,0,0,0,0
16.00,0,0,0,0,0
16.00,0,0,0,0,0
16.00,0,0,0,0,0
16.00,0,0,0,0,0
16.00,0,0,0,0,0
17.00,0,0,0,0,0
17.00,0,0,0,0,0
17.00,0,0,0,0,0
17.00,0,0,0,0,291
17.00,0,0,0,0,335
18.00,0,0,0,0,341
18.00,0,0,0,0,342
18.00,0,0,0,0,399
18.00,0,0,0,0,303
18.00,0,0,0,0,310
19.00,0,0,0,0,331
19.00,0,0,0,0,330
19.00,0,0,0,0,290
20.00,0,0,0,0,538
20.00,0,0,0,0,416
20.00,0,0,0,0,355
20.00,0,0,0,0,272
21.00,0,0,0,0,285
21.00,0,0,0,0,289
21.00,0,0,0,0,221
21.00,0,0,0,0,368
21.00,0,0,0,0,338
22.00,0,0,0,0,247
22.00,101,21,0,0,595
22.00,285,173,0,0,1465
22.00,243,159,0,0,2011
22.00,870,679,0,0,2488
23.00,910,759,0,0,2545
23.00,361,453,0,0,2471
23.00,0,0,0,0,1298
23.00,0,0,0,0,599
23.00,0,0,0,0,469
23.00,0,0,0,0,416
24.00,7,0,0,0,432
24.00,16,0,0,0,497
24.00,6,0,0,0,495
24.00,16,0,0,0,498
24.00,22,14,0,0,511
24.00,0,0,0,0,412
24.00,0,0,0,0,412
25.00,0,0,0,0,431
25.00,93,62,0,0,626
25.00,0,0,0,0,169
25.00,0,0,0,0,286
25.00,0,0,0,0,283
25.00,0,0,0,0,411
26.00,93,64,0,0,666
26.00,0,0,0,0,161
26.00,0,0,0,0,171
26.00,25,0,0,0,621
26.00,0,0,0,0,456
26.00,0,0,0,0,434
27.00,0,0,0,0,222
27.00,62,16,0,0,583
27.00,47,4,0,0,573
27.00,55,0,0,0,610
27.00,0,0,0,0,270
27.00,0,0,0,0,511
27.00,0,0,0,0,384
28.00,0,0,0,0,269
28.00,80,0,0,0,757
28.00,76,0,0,0,763
28.00,0,0,0,0,188
28.00,0,0,0,0,582
28.00,42,0,0,0,547
29.00,0,0,0,0,197
29.00,0,0,0,0,199
29.00,0,0,0,0,201
29.00,72,0,0,0,768
29.00,0,0,0,0,240
29.00,0,0,0,0,250
29.00,0,0,0,0,249
30.00,0,0,0,0,258
30.00,0,0,0,0,449
30.00,70,0,0,0,637
31.00,80,0,0,0,699
31.00,0,0,0,0,161
31.00,0,0,0,0,158
31.00,30,0,0,0,715
31.00,0,0,0,0,307
31.00,0,0,0,0,368
32.00,84,0,0,0,707
32.00,92,2,0,0,705
32.00,80,1,0,0,720
32.00,84,0,0,0,719
32.00,0,0,0,0,159
32.00,0,0,0,0,175
33.00,0,0,0,0,176
33.00,0,0,0,0,167
33.00,0,0,0,0,637
33.00,0,0,0,0,464
33.00,0,0,0,0,224
33.00,0,0,0,0,222
33.00,0,0,0,0,229
34.00,10,0,0,0,576
34.00,0,0,0,0,255
34.00,0,0,0,0,560
34.00,48,0,0,0,590
34.00,0,0,0,0,176
34.00,65,0,0,0,737
35.00,0,0,0,0,250
35.00,58,0,0,0,621
35.00,0,0,0,0,176
35.00,45,0,0,0,713
35.00,0,0,0,0,367
35.00,0,0,0,0,213
36.00,0,0,0,0,298
36.00,0,0,0,0,202
36.00,0,0,0,0,553
36.00,0,0,0,0,330
36.00,26,0,0,0,595
36.00,0,0,0,0,476
37.00,0,0,0,0,257
37.00,0,0,0,0,206
37.00,0,0,0,0,502
37.00,0,34,0,0,407
37.00,0,121,0,0,242
37.00,0,210,0,0,222
38.00,76,406,0,0,471
38.00,132,639,0,0,576
38.00,37,532,0,0,272
38.00,163,736,0,0,496
38.00,144,703,0,0,566
38.00,66,240,0,0,495
39.00,74,969,0,0,208
39.00,164,869,0,0,559
39.00,30,605,0,0,362
39.00,180,1535,0,0,219
39.00,320,1936,0,0,330
39.00,383,1935,0,0,554
40.00,272,1937,0,0,214
40.00,293,1709,0,0,527
40.00,202,1168,0,0,354
40.00,150,1431,0,0,294
40.00,256,1830,0,0,223
40.00,265,1431,0,0,431
41.00,384,1846,0,0,597
41.00,545,4095,0,0,239
41.00,636,4095,0,0,464
42.00,659,4095,0,0,592
42.00,576,4095,0,0,462
42.00,525,4095,0,0,215
42.00,478,3050,0,0,413
42.00,528,2907,0,0,562
43.00,508,4093,0,0,233
43.00,416,2677,0,0,407
43.00,238,1802,0,0,210
43.00,576,4095,0,0,338
43.00,528,4095,0,0,212
43.00,336,2416,0,0,311
44.00,613,4095,0,0,558
44.00,671,4095,0,0,587
44.00,597,3984,0,0,390
44.00,529,2763,0,0,576
44.00,235,1376,0,0,394
44.00,549,4095,0,0,251
45.00,506,4095,0,0,272
45.00,592,4095,0,0,487
45.00,654,4095,0,0,594
45.00,507,4095,0,0,236
45.00,640,4095,0,0,597
46.00,511,4095,0,0,229
46.00,559,4095,0,0,420
46.00,626,4095,0,0,575
46.00,669,4095,0,0,561
46.00,535,4095,0,0,367
47.00,581,4095,0,0,334
47.00,0,0,0,0,545
47.00,0,0,0,0,165
47.00,0,0,0,0,314
47.00,0,0,0,0,389
47.00,0,0,0,0,625
48.00,0,0,0,0,176
48.00,73,0,0,0,704
48.00,0,0,0,0,265
48.00,0,0,0,0,431
48.00,0,0,0,0,580
49.00,0,0,0,0,210
49.00,0,0,0,0,210
49.00,0,0,0,0,549
49.00,0,0,0,0,240
49.00,49,0,0,0,720
50.00,0,0,0,0,188
50.00,69,0,0,0,642
50.00,0,0,0,0,276
50.00,32,0,0,0,697
50.00,69,0,0,0,673
50.00,0,0,0,0,400
51.00,0,0,0,0,336
51.00,21,0,0,0,705
51.00,0,0,0,0,177
51.00,75,0,0,0,715
51.00,0,0,0,0,256
52.00,6,0,0,0,459
52.00,0,0,0,0,595
52.00,0,0,0,0,192
52.00,74,0,0,0,707
52.00,0,0,0,0,189
53.00,0,0,0,0,193
53.00,5,0,0,0,463
54.00,0,0,0,0,650
54.00,0,0,0,0,592
54.00,27,0,0,0,622
54.00,0,0,0,0,133
54.00,80,0,0,0,654
54.00,0,0,0,0,265
55.00,0,0,0,0,399
55.00,0,0,0,0,592
55.00,0,0,0,0,192
55.00,70,0,0,0,697
55.00,0,0,0,0,208
56.00,0,0,0,0,421
56.00,53,0,0,0,679
56.00,48,0,0,0,560
56.00,0,0,0,0,425
56.00,0,0,0,0,271
57.00,49,0,0,0,677
57.00,0,0,0,0,168
57.00,72,0,0,0,672
57.00,81,0,0,0,659
57.00,80,0,0,0,686
57.00,73,0,0,0,689
58.00,83,0,0,0,705
58.00,86,0,0,0,707
58.00,0,0,0,0,256
58.00,0,0,0,0,211
58.00,0,0,0,0,203
59.00,50,0,0,0,581
59.00,0,0,0,0,464
59.00,0,0,0,0,270
59.00,0,0,0,0,276
59.00,0,0,0,0,288
60.00,0,0,0,0,342
60.00,0,0,0,0,378
60.00,0,0,0,0,393
60.00,0,0,0,0,396
60.00,0,0,0,0,430
61.00,0,0,0,0,443
61.00,6,0,0,0,495
61.00,0,0,0,0,246
61.00,0,0,0,0,511
61.00,17,0,0,0,490
62.00,0,0,0,0,507
62.00,0,0,0,0,176
62.00,17,0,0,0,671
62.00,0,0,0,0,274
62.00,0,0,0,0,375
62.00,0,0,0,0,343
63.00,64,0,0,0,690
63.00,0,0,0,0,10
63.00,246,0,0,0,975
63.00,0,0,0,0,912
63.00,0,0,95,0,775
63.00,0,0,0,0,369
63.00,0,0,0,0,452
64.00,0,0,0,0,571
64.00,0,0,0,0,0
64.00,511,0,0,0,2288
64.00,509,0,0,0,2619
64.00,590,0,0,0,2626
64.00,0,0,0,0,1243
65.00,65,0,0,0,767
65.00,0,0,0,0,279
65.00,0,0,0,0,576
66.00,0,0,0,0,534
66.00,4,0,0,0,549
66.00,3,0,0,0,565
66.00,5,0,0,0,554
66.00,0,0,0,0,269
66.00,0,0,0,0,240
67.00,0,0,0,0,448
67.00,0,0,0,0,431
67.00,0,0,0,0,243
67.00,43,0,0,0,703
67.00,0,0,0,0,214
67.00,0,0,0,0,557
67.00,0,0,0,0,258
68.00,0,0,0,0,199
68.00,0,0,0,0,181
68.00,0,0,0,0,179
68.00,21,0,0,0,686
68.00,16,0,0,0,647
68.00,0,0,0,0,310
69.00,0,0,0,0,336
69.00,48,0,0,0,656
69.00,0,0,0,0,177
69.00,0,0,0,0,619
69.00,0,0,0,0,406
69.00,21,0,0,0,627
70.00,0,0,0,0,193
70.00,0,0,0,0,197
70.00,0,0,0,0,535
70.00,0,0,0,0,451
70.00,0,0,0,0,240
70.00,29,0,0,0,609
71.00,0,0,0,0,242
71.00,0,0,0,0,419
71.00,12,0,0,0,528
71.00,0,0,0,0,202
71.00,14,0,0,0,631
71.00,0,0,0,0,256
71.00,0,0,0,0,382
72.00,31,0,0,0,590
72.00,0,0,0,0,597
72.00,0,0,0,0,338
72.00,0,0,0,0,194
72.00,0,0,0,0,327
72.00,21,0,0,0,566
73.00,0,0,0,0,469
73.00,0,0,0,0,246
73.00,0,0,0,0,229
73.00,0,0,0,0,455
73.00,13,0,0,0,609
73.00,0,0,0,0,541
74.00,0,0,0,0,226
74.00,0,0,0,0,194
74.00,35,0,0,0,553
74.00,48,0,0,0,727
74.00,0,0,0,0,500
75.00,0,0,0,0,186
75.00,0,0,0,0,238
75.00,31,0,0,0,576
75.00,0,0,0,0,172
76.00,0,0,0,0,310
76.00,0,0,0,0,384
76.00,0,0,0,0,181
76.00,0,0,0,0,305
76.00,39,0,0,0,638
77.00,0,0,0,0,650
77.00,39,0,0,0,629
77.00,0,0,0,0,566
77.00,0,0,0,0,287
77.00,0,0,0,0,176
77.00,0,0,0,0,563
78.00,0,0,0,0,291
78.00,0,0,0,0,205
78.00,0,0,0,0,386
78.00,0,0,0,0,243
78.00,0,0,0,0,219
78.00,0,0,0,0,467
79.00,0,0,0,0,650
79.00,0,0,0,0,511
79.00,0,0,0,0,224
79.00,0,0,0,0,524
79.00,0,0,0,0,207
79.00,0,0,0,0,209
80.00,0,0,0,0,537
80.00,2,0,0,0,662
80.00,0,0,0,0,455
80.00,0,0,0,0,223
80.00,0,0,0,0,252
80.00,7,0,0,0,574
81.00,0,0,0,0,608
81.00,0,0,0,0,273
81.00,0,0,0,0,618
81.00,0,0,0,0,323
81.00,0,0,0,0,304
81.00,0,0,0,0,566
82.00,0,0,0,0,585
82.00,0,0,0,0,592
82.00,0,0,0,0,304
82.00,0,0,0,0,0
82.00,0,0,0,0,419
83.00,0,0,0,0,629
83.00,0,0,0,0,589
83.00,0,0,0,0,334
83.00,0,0,0,0,590
83.00,0,0,0,0,190
83.00,27,0,0,0,594
84.00,0,0,0,0,274
84.00,0,0,0,0,180
84.00,46,5,0,0,640
84.00,0,0,0,0,346
84.00,0,0,0,0,336
85.00,0,0,0,0,602
85.00,0,0,0,0,205
85.00,17,0,0,0,588
85.00,0,0,0,0,366
85.00,0,0,0,0,304
86.00,0,0,0,0,201
86.00,14,10,0,0,592
86.00,0,0,0,0,314
86.00,0,0,0,0,355
86.00,0,0,0,0,638
87.00,0,0,0,0,186
87.00,48,0,0,0,698
87.00,0,0,0,0,598
88.00,48,16,0,0,641
88.00,0,0,0,0,342
88.00,0,0,0,0,649
88.00,0,0,0,0,174
88.00,49,23,0,0,667
89.00,0,0,0,0,326
89.00,0,0,0,0,392
89.00,0,0,0,0,620
89.00,0,0,0,0,183
89.00,57,23,0,0,698
89.00,0,7,0,0,282
90.00,0,0,0,0,411
90.00,0,0,0,0,621
90.00,0,0,0,0,176
90.00,58,22,0,0,719
90.00,0,0,0,0,192
91.00,48,16,0,0,709
91.00,0,15,0,0,243
91.00,16,0,0,0,467
91.00,0,0,0,0,619
91.00,0,0,0,0,202
92.00,48,16,0,0,713
92.00,0,21,0,0,231
92.00,0,0,0,0,562
92.00,0,0,0,0,233
92.00,55,16,0,0,713
93.00,0,16,0,0,256
93.00,19,0,0,0,511
93.00,0,0,0,0,535
93.00,0,0,0,0,208
93.00,48,2,0,0,693
93.00,0,15,0,0,226
94.00,14,0,0,0,475
94.00,0,0,0,0,542
94.00,0,0,0,0,218
94.00,36,0,0,0,701
94.00,0,0,0,0,234
95.00,16,0,0,0,505
95.00,0,0,0,0,560
95.00,39,0,0,0,687
95.00,0,7,0,0,217
95.00,13,0,0,0,527
96.00,25,0,0,0,511
96.00,4,0,0,0,496
96.00,12,0,0,0,494
96.00,0,0,0,0,487
96.00,9,0,0,0,478
97.00,16,0,0,0,509
97.00,12,0,0,0,528
97.00,25,0,0,0,527
97.00,18,0,0,0,510
97.00,20,0,0,0,529
98.00,0,1,0,0,221
98.00,0,10,0,0,231
98.00,0,4,0,0,215
98.00,0,0,0,0,212
98.00,5,0,0,0,529
99.00,0,0,0,0,475
99.00,0,0,0,0,482
99.00,0,0,0,0,499
100.00,16,13,0,0,598
100.00,0,0,0,0,267
100.00,0,0,0,0,401
100.00,0,0,0,0,401
101.00,0,0,0,0,393
101.00,0,0,0,0,370
101.00,0,0,0,0,382
101.00,0,0,0,0,407
101.00,39,0,0,0,592
102.00,34,0,0,0,583
102.00,33,0,0,0,576
102.00,16,0,0,0,583
102.00,13,0,0,0,591
102.00,0,0,0,0,592
103.00,0,0,0,0,258
103.00,0,0,0,0,230
103.00,0,0,0,0,228
103.00,0,0,0,0,230
103.00,0,0,0,0,239
103.00,0,0,0,0,243
103.00,0,0,0,0,242
104.00,0,0,0,0,265
104.00,0,0,0,0,272
104.00,0,0,0,0,272
104.00,0,0,0,0,358
104.00,0,0,0,0,358
104.00,0,0,0,0,567
105.00,5,0,0,0,588
105.00,0,0,0,0,194
105.00,0,0,0,0,546
105.00,0,0,0,0,358
105.00,0,0,0,0,278
105.00,0,0,0,0,591
106.00,0,0,0,0,206
106.00,0,0,0,0,502
106.00,0,0,0,0,435
106.00,0,0,0,0,231
106.00,0,0,0,0,240
106.00,0,0,0,0,235
106.00,0,0,0,0,609
107.00,0,0,0,0,213
107.00,0,0,0,0,448
107.00,0,0,0,0,505
107.00,0,0,0,0,499
107.00,0,0,0,0,207
107.00,0,0,0,0,599
108.00,0,0,0,0,246
108.00,0,0,0,0,421
108.00,5,0,0,0,540
108.00,0,0,0,0,209
108.00,0,0,0,0,576
108.00,0,0,0,0,271
109.00,0,0,0,0,385
109.00,0,0,0,0,389
109.00,0,0,0,0,359
109.00,0,0,0,0,558
109.00,0,0,0,0,195
109.00,0,0,0,0,580
109.00,0,0,0,0,288
110.00,0,0,0,0,286
110.00,0,0,0,0,372
110.00,13,0,0,0,547
111.00,0,0,0,0,501
111.00,0,0,0,0,209
111.00,0,0,0,0,570
111.00,0,0,0,0,247
111.00,0,0,0,0,429
111.00,0,0,0,0,496
112.00,1,0,0,0,511
112.00,13,0,0,0,505
112.00,0,18,0,0,197
112.00,0,0,0,0,592
112.00,0,0,0,0,243
112.00,0,0,0,0,239
113.00,0,0,0,0,433
113.00,0,0,0,0,502
113.00,0,16,0,0,208
113.00,0,0,0,0,592
113.00,0,0,0,0,236
113.00,0,0,0,0,457
113.00,0,0,0,0,448
114.00,0,7,0,0,211
114.00,0,0,0,0,241
114.00,0,0,0,0,457
114.00,0,21,0,0,228
114.00,0,0,0,0,234
115.00,0,16,0,0,253
115.00,0,0,0,0,227
115.00,0,22,0,0,233
115.00,0,0,0,0,238
115.00,5,0,0,0,475
115.00,0,16,0,0,224
116.00,0,0,0,0,234
116.00,0,0,0,0,453
116.00,0,16,0,0,218
116.00,0,0,0,0,262
116.00,0,0,0,0,496
116.00,0,12,0,0,225
117.00,0,0,0,0,241
117.00,0,0,0,0,489
117.00,0,0,0,0,581
117.00,0,0,0,0,394
117.00,0,14,0,0,208
117.00,0,0,0,0,283
118.00,14,0,0,0,543
118.00,0,0,0,0,576
118.00,0,0,0,0,247
118.00,36,2,0,0,570
118.00,0,0,0,0,619
118.00,0,0,0,0,378
119.00,45,24,0,0,603
119.00,0,16,0,0,178
119.00,0,0,0,0,282
119.00,48,16,0,0,614
119.00,0,0,0,0,640
119.00,0,0,0,0,349
120.00,0,2,0,0,183
120.00,0,0,0,0,304
120.00,50,13,0,0,613
120.00,3,0,0,0,640
120.00,0,0,0,0,346
120.00,0,3,0,0,201
121.00,0,0,0,0,298
121.00,0,10,0,0,195
121.00,35,0,0,0,673
122.00,0,0,0,0,496
122.00,0,0,0,0,211
122.00,15,0,0,0,638
122.00,0,0,0,0,221
122.00,0,0,0,626,278
122.00,0,0,0,681,493
123.00,27,0,0,980,564
123.00,0,0,0,1015,369
123.00,0,0,0,951,234
123.00,0,0,0,1435,297
123.00,6,0,0,1705,495
124.00,0,0,0,1668,282
124.00,0,0,0,1649,223
124.00,6,0,0,1610,326
124.00,51,0,0,1469,541
124.00,0,0,0,1269,334
124.00,0,0,0,1309,208
125.00,0,0,0,993,304
125.00,0,0,0,964,506
125.00,0,0,0,1059,225
125.00,0,0,0,1334,340
125.00,59,0,0,3186,405
126.00,119,0,0,4095,532
126.00,41,0,0,4095,236
126.00,144,0,0,4095,528
126.00,50,0,0,4095,351
126.00,94,0,0,4095,333
126.00,112,0,0,4095,511
127.00,149,0,0,4095,539
127.00,105,0,0,4095,340
127.00,107,0,0,4095,498
127.00,55,0,0,4095,234
127.00,140,0,0,4095,546
128.00,29,0,0,4095,272
128.00,113,0,0,4095,412
128.00,85,0,0,4095,465
128.00,63,0,0,4095,246
128.00,129,0,0,4095,560
129.00,32,0,0,4095,238
129.00,151,0,0,4095,534
129.00,64,0,0,4095,394
129.00,78,0,0,4095,291
129.00,117,0,0,4095,531
130.00,143,0,0,4095,529
130.00,82,0,0,4095,333
130.00,54,0,0,4095,233
130.00,156,0,0,4095,539
130.00,33,0,0,4095,285
130.00,113,0,0,4095,389
131.00,96,0,0,4095,481
131.00,70,0,0,4095,240
131.00,154,0,0,4095,555
131.00,47,0,0,4095,272
131.00,33,0,0,4095,263
132.00,33,0,0,4095,256
132.00,42,0,0,4095,253
132.00,39,0,0,4095,256
132.00,50,0,0,4095,263
132.00,18,0,0,842,423
133.00,0,0,0,0,529
133.00,0,0,0,0,250
134.00,0,0,0,0,548
134.00,0,0,0,0,229
134.00,0,0,0,0,537
134.00,0,0,0,0,283
134.00,0,0,0,0,379
134.00,0,0,0,0,463
135.00,0,0,0,0,227
135.00,0,0,0,0,291
135.00,0,0,0,0,479
135.00,0,0,0,0,231
135.00,0,0,0,0,505
136.00,0,0,0,0,305
136.00,0,0,0,0,304
