tiempo,morado,rojo,naranja,amarillo,verde
0.00,0,0,110,0,0
0.00,0,53,11,0,0
0.00,0,0,0,0,0
0.00,0,0,43,0,0
0.00,0,21,121,0,0
0.00,144,235,77,0,0
0.00,0,71,119,0,0
1.00,0,0,0,0,0
1.00,118,210,65,0,0
1.00,0,0,94,0,0
1.00,25,98,2,0,0
1.00,47,46,109,0,0
1.00,0,0,74,0,0
2.00,163,240,166,0,16
2.00,0,0,195,0,1
2.00,0,54,94,0,0
2.00,29,89,186,0,0
2.00,42,70,202,0,0
2.00,18,97,128,0,0
2.00,0,84,210,0,0
3.00,48,98,125,0,0
3.00,0,0,8,0,0
3.00,128,198,48,0,0
3.00,0,0,101,0,0
3.00,0,45,0,0,0
3.00,38,123,215,0,0
4.00,0,0,26,0,0
4.00,0,0,16,0,0
4.00,154,249,28,0,0
5.00,0,0,71,0,0
5.00,0,0,83,0,0
5.00,0,0,99,0,0
5.00,0,0,101,0,0
5.00,0,0,141,0,0
5.00,0,0,560,304,275
5.00,0,0,224,28,0
6.00,0,0,207,16,23
6.00,0,0,202,4,10
6.00,0,0,99,0,0
6.00,0,0,65,0,0
6.00,0,0,97,0,0
6.00,0,0,80,0,0
7.00,0,0,80,0,0
7.00,0,0,80,0,0
7.00,0,0,87,0,0
7.00,0,0,101,0,0
7.00,0,0,71,0,0
7.00,0,0,96,0,0
8.00,0,0,83,0,0
8.00,0,0,111,0,0
8.00,0,0,84,0,0
8.00,0,0,84,0,0
8.00,0,0,75,0,0
8.00,0,0,101,0,0
8.00,0,0,66,0,0
9.00,0,0,82,0,0
9.00,0,0,266,103,52
9.00,0,0,234,80,74
9.00,0,0,411,298,266
9.00,0,0,304,107,93
9.00,0,0,291,147,115
10.00,0,0,80,0,0
10.00,0,0,283,113,68
10.00,0,0,239,103,48
10.00,0,0,242,112,64
10.00,0,0,267,144,73
10.00,0,0,334,176,96
11.00,0,0,278,170,77
11.00,0,0,410,229,150
11.00,0,0,304,189,94
11.00,0,0,621,343,274
11.00,0,0,294,146,73
11.00,0,0,269,144,69
12.00,0,0,230,135,53
12.00,0,0,464,212,198
12.00,0,0,383,152,132
12.00,0,0,272,96,26
12.00,0,0,317,147,70
12.00,0,0,344,137,64
13.00,0,0,511,109,32
13.00,0,0,507,144,64
13.00,0,0,390,151,77
13.00,0,0,215,103,40
13.00,0,0,178,99,33
13.00,0,0,171,144,78
14.00,0,0,128,103,21
14.00,0,0,144,137,48
14.00,0,0,164,117,42
14.00,0,0,162,109,30
14.00,0,0,155,135,60
14.00,0,0,126,96,16
15.00,0,0,154,90,16
15.00,0,0,152,87,14
15.00,0,0,130,142,38
16.00,0,0,144,135,51
16.00,0,0,151,117,38
16.00,0,0,130,71,16
16.00,0,0,279,32,0
16.00,0,0,4095,70,2
16.00,0,0,4095,32,0
17.00,0,0,4095,87,0
17.00,0,0,4095,64,0
17.00,0,0,4095,57,0
17.00,0,0,4095,78,0
17.00,0,0,4095,21,0
17.00,0,0,4095,59,0
18.00,0,0,4095,66,0
18.00,0,0,4095,59,0
18.00,0,0,4095,71,0
18.00,0,0,4095,103,0
18.00,0,0,561,16,0
18.00,0,0,171,45,372
19.00,0,0,181,48,4095
19.00,0,0,148,17,4095
19.00,0,0,176,49,4095
19.00,0,0,192,67,4095
19.00,0,0,206,62,4095
19.00,0,0,213,43,4095
20.00,0,0,227,80,4095
20.00,0,0,168,39,4095
20.00,0,0,263,103,30
20.00,0,0,237,85,0
20.00,0,0,219,101,24
20.00,0,0,228,96,16
21.00,0,0,231,75,8
21.00,0,0,241,114,34
21.00,0,0,201,80,14
21.00,0,0,240,82,9
21.00,0,0,254,109,37
22.00,0,0,250,111,22
22.00,0,0,223,70,0
22.00,0,0,246,60,0
22.00,0,0,234,83,16
22.00,0,0,262,95,29
23.00,0,0,253,112,28
23.00,0,0,219,83,0
23.00,0,0,240,78,2
23.00,0,0,366,65,0
23.00,0,0,4095,91,0
23.00,0,0,21,19,0
24.00,110,0,176,4095,0
24.00,107,0,228,3927,0
24.00,0,0,196,2419,0
24.00,0,0,193,2000,0
24.00,87,0,197,4095,0
25.00,92,0,228,4095,0
25.00,51,0,214,4095,0
25.00,141,0,229,4095,0
25.00,0,0,192,1143,0
25.00,0,0,222,1061,0
26.00,0,0,215,1056,0
26.00,0,0,223,1168,0
26.00,0,0,218,353,0
27.00,4095,4095,4095,4095,0
27.00,116,4095,4095,4095,0
27.00,4095,4095,4095,4095,0
27.00,1931,4095,4095,4095,0
27.00,2735,4095,4095,4095,0
28.00,115,2247,2174,4095,0
28.00,94,234,1663,4095,0
28.00,155,1177,4095,4095,0
28.00,3011,2334,4095,4095,0
28.00,4095,4095,4095,4095,0
29.00,0,0,272,1489,0
29.00,0,0,272,48,0
29.00,0,0,505,48,0
29.00,0,0,285,50,0
29.00,0,0,226,72,3
30.00,0,0,250,96,30
30.00,0,0,279,98,32
30.00,0,0,271,71,16
30.00,0,0,286,97,39
30.00,0,0,290,97,34
30.00,0,0,243,65,10
31.00,0,0,272,58,3
31.00,0,0,272,93,25
31.00,0,0,304,121,47
31.00,0,0,289,112,44
31.00,0,0,254,99,12
32.00,0,0,262,63,1
32.00,0,0,251,51,0
32.00,0,0,243,61,0
32.00,0,0,246,62,0
32.00,0,0,251,58,0
33.00,0,0,238,63,0
33.00,0,0,272,74,1
33.00,0,0,271,80,6
33.00,0,0,246,65,7
33.00,0,0,240,73,5
34.00,0,0,212,60,0
34.00,0,0,211,58,0
34.00,0,0,205,59,0
34.00,0,0,203,51,0
34.00,0,0,204,47,0
35.00,0,0,192,50,0
35.00,0,0,193,35,0
35.00,0,0,234,23,0
35.00,0,0,471,19,0
35.00,0,0,2119,35,0
36.00,0,0,4095,61,0
36.00,0,0,4095,48,0
36.00,0,0,4095,58,0
36.00,0,0,4095,67,0
36.00,0,0,4095,78,0
37.00,0,0,194,35,64
37.00,0,0,189,0,1110
37.00,0,0,197,0,2234
37.00,0,0,204,14,2672
37.00,0,0,240,61,4095
37.00,0,0,253,63,4095
38.00,0,0,229,48,4095
38.00,0,0,240,59,4095
38.00,0,0,259,98,4095
38.00,0,0,259,89,4095
38.00,0,0,269,59,4095
39.00,133,0,263,4095,0
39.00,85,0,272,4095,0
39.00,142,0,720,4095,0
39.00,146,0,263,4095,0
39.00,142,0,295,4095,0
40.00,146,0,306,4095,0
40.00,138,0,309,4095,0
40.00,17,0,319,2435,0
40.00,0,0,258,511,2
40.00,0,0,266,80,16
40.00,0,0,368,92,48
41.00,0,0,358,137,48
41.00,0,0,348,112,48
41.00,0,0,343,87,28
41.00,0,0,304,125,9
41.00,0,0,311,107,17
41.00,0,0,336,107,12
42.00,0,0,309,109,15
42.00,0,0,330,217,35
42.00,0,0,288,208,71
42.00,0,0,224,66,30
42.00,0,0,213,314,1
42.00,0,0,208,1907,20
42.00,48,0,222,3281,16
43.00,2171,2128,4095,4095,15
43.00,4095,4095,4095,4095,0
43.00,4095,4095,4095,4095,16
43.00,4095,4095,4095,4095,0
43.00,4095,4095,4095,4095,0
43.00,4095,4095,4095,4095,0
44.00,1271,1787,4095,4095,0
44.00,4095,2528,4095,4095,0
44.00,139,0,256,4095,9
44.00,97,0,257,4095,11
44.00,96,0,256,4095,5
44.00,4095,2553,4095,4095,0
45.00,4095,4095,4095,4095,0
45.00,4095,3613,4095,4095,0
45.00,1311,1846,4095,4095,0
45.00,2903,2197,4095,4095,0
45.00,4095,2858,4095,4095,0
45.00,4095,2800,4095,4095,0
46.00,4095,2859,4095,4095,0
46.00,4095,2755,4095,4095,0
46.00,4095,2810,4095,4095,0
46.00,4095,2864,4095,4095,0
46.00,767,1705,4095,4095,0
47.00,2727,2146,4095,4095,0
47.00,4095,2627,4095,4095,0
47.00,4095,2843,4095,4095,0
47.00,4095,4095,4095,4095,0
47.00,4095,4095,4095,4095,0
47.00,4095,4095,4095,4095,0
48.00,4095,4095,4095,4095,0
48.00,151,0,240,4095,0
48.00,4095,4095,4095,4095,0
48.00,110,0,238,4095,0
48.00,134,0,237,4095,0
48.00,95,0,215,4095,0
49.00,4095,3879,4095,4095,0
49.00,4095,4095,4095,4095,0
49.00,4095,4095,4095,4095,0
50.00,4095,4095,4095,4095,0
50.00,4095,4095,4095,4095,0
50.00,4095,4095,4095,4095,0
50.00,4095,4095,4095,4095,0
50.00,4095,4095,4095,4095,0
50.00,4095,4095,4095,4095,0
51.00,4095,4095,4095,4095,0
51.00,4095,4095,4095,4095,0
51.00,4095,4095,4095,4095,0
51.00,4095,4095,4095,4095,0
51.00,4095,4095,4095,4095,0
52.00,4095,4095,4095,4095,0
52.00,4095,4095,4095,4095,0
52.00,4095,4095,4095,4095,0
52.00,4095,4095,4095,4095,0
52.00,4095,4095,4095,4095,0
52.00,4095,4095,4095,4095,0
53.00,126,0,256,4095,0
53.00,0,0,347,174,0
53.00,0,0,4095,64,52
53.00,0,0,4095,39,19
53.00,0,0,1915,73,47
53.00,0,0,581,59,28
54.00,0,0,274,10,0
54.00,0,0,253,93,42
54.00,0,0,261,50,0
54.00,0,0,307,82,38
54.00,0,0,298,76,43
55.00,0,0,288,74,28
55.00,0,0,299,76,27
55.00,0,0,826,87,61
55.00,0,0,992,92,79
55.00,0,0,1007,110,86
56.00,0,0,4095,95,80
56.00,0,0,2096,28,33
56.00,0,0,209,10,9
56.00,0,0,561,21,10
56.00,0,0,754,0,0
56.00,0,0,263,0,0
57.00,0,0,208,0,0
57.00,16,0,207,1616,0
57.00,106,0,177,4095,0
57.00,4095,4095,4095,4095,0
57.00,4095,4095,4095,4095,0
58.00,4095,4095,4095,4095,0
58.00,4095,4095,4095,4095,0
58.00,4095,4095,4095,4095,0
58.00,4095,4095,4095,4095,0
58.00,4095,4095,4095,4095,0
59.00,4095,4095,4095,4095,0
59.00,4095,4095,4095,4095,0
59.00,4095,4095,4095,4095,0
59.00,4095,4095,4095,4095,0
59.00,4095,4095,4095,4095,0
59.00,4095,4095,4095,4095,0
60.00,0,0,390,55,18
60.00,0,0,310,69,50
60.00,0,0,278,48,38
60.00,0,0,257,47,19
60.00,0,0,268,55,32
61.00,0,0,274,80,55
61.00,0,0,304,98,70
62.00,0,0,336,78,48
62.00,0,0,346,106,78
62.00,0,0,320,72,43
62.00,0,0,350,102,70
62.00,0,0,371,103,85
62.00,0,0,363,115,91
63.00,9,0,327,97,69
63.00,15,0,336,88,64
63.00,39,138,323,125,91
63.00,35,0,339,144,109
63.00,35,61,355,133,108
64.00,5,50,283,127,89
64.00,0,0,333,107,80
64.00,23,0,321,102,70
64.00,39,0,358,103,68
64.00,33,0,357,107,56
65.00,48,0,336,85,50
65.00,35,0,365,58,38
65.00,73,0,346,95,52
65.00,75,0,357,110,60
65.00,45,0,325,82,36
65.00,21,0,333,75,34
66.00,19,0,336,71,42
66.00,4,0,345,65,46
66.00,38,0,362,101,64
66.00,20,0,340,115,98
66.00,16,0,338,105,82
67.00,16,0,330,97,79
67.00,7,0,339,110,80
67.00,19,0,353,123,96
67.00,34,0,352,117,104
67.00,19,0,346,119,100
68.00,29,0,352,119,107
68.00,23,0,349,123,96
68.00,17,149,279,104,80
68.00,46,0,351,125,96
68.00,43,0,347,117,83
69.00,49,0,336,109,80
69.00,52,0,336,127,86
69.00,48,0,337,112,85
69.00,70,70,306,145,110
69.00,108,102,385,170,144
70.00,112,0,381,166,150
70.00,0,137,119,0,0
70.00,92,0,355,144,117
70.00,89,27,306,118,132
70.00,119,148,393,164,150
70.00,109,0,384,155,133
71.00,56,176,292,99,73
71.00,32,0,308,90,55
71.00,16,0,346,87,59
71.00,93,0,368,148,93
71.00,0,0,143,0,0
71.00,0,0,157,0,0
72.00,0,0,128,0,0
72.00,0,73,112,0,0
72.00,0,219,243,0,0
72.00,0,0,78,0,0
72.00,0,331,112,0,0
72.00,0,0,313,0,0
72.00,0,0,212,0,0
73.00,0,0,73,0,0
73.00,0,131,70,0,0
73.00,0,3,116,0,0
74.00,0,0,53,0,0
74.00,0,94,125,0,0
74.00,0,0,181,0,0
74.00,0,0,99,0,0
74.00,0,86,166,0,0
74.00,0,0,150,0,0
75.00,0,26,104,0,0
75.00,0,3,289,0,0
75.00,46,16,227,0,96
75.00,0,127,173,0,0
75.00,48,0,343,119,81
75.00,40,70,330,109,54
76.00,6,65,352,108,41
76.00,0,0,208,0,0
76.00,0,0,61,0,0
76.00,107,368,366,186,126
76.00,51,297,253,129,83
76.00,0,282,245,159,93
76.00,51,106,397,174,95
77.00,82,0,307,182,128
77.00,94,0,320,176,130
77.00,64,393,307,162,107
77.00,59,0,359,140,80
77.00,42,140,217,135,87
77.00,85,315,401,179,127
78.00,81,0,349,162,129
78.00,62,355,256,142,93
78.00,0,0,192,0,0
78.00,0,0,207,0,0
78.00,67,0,272,142,90
78.00,0,85,142,0,0
79.00,0,68,122,0,0
79.00,0,0,182,0,0
79.00,0,0,80,0,0
79.00,4095,4095,400,137,21
79.00,0,22,173,0,0
79.00,257,437,2178,4095,2790
80.00,4095,4095,398,91,38
80.00,4095,4095,347,97,45
80.00,4095,4095,416,87,44
80.00,0,31,189,0,0
80.00,0,113,133,0,0
80.00,4095,4095,377,58,6
81.00,4095,4095,380,96,54
81.00,4095,4095,413,91,34
81.00,4095,4095,420,72,34
81.00,4095,4095,448,131,62
81.00,4095,4095,448,135,66
81.00,4095,4095,437,68,0
82.00,4095,4095,432,147,81
82.00,4095,4095,662,293,237
82.00,4095,4095,393,139,91
82.00,0,226,78,0,0
82.00,0,0,78,0,0
82.00,0,0,129,0,0
83.00,0,0,202,0,0
83.00,0,91,161,0,0
83.00,0,0,85,0,0
83.00,0,0,86,0,0
83.00,0,0,169,0,0
84.00,0,0,146,0,0
84.00,0,0,177,0,0
84.00,0,70,174,0,0
84.00,0,17,95,0,0
85.00,0,0,67,0,0
85.00,0,0,151,0,0
85.00,0,336,144,0,0
85.00,4095,4095,2091,613,64
85.00,4095,4095,1729,559,78
85.00,4095,4095,358,78,35
86.00,4095,4095,367,138,80
86.00,4095,4095,418,80,34
86.00,4095,4095,399,117,94
86.00,4095,4095,342,110,55
86.00,4095,4095,381,86,55
87.00,4095,4095,421,102,80
87.00,4095,4095,432,85,35
87.00,4095,4095,405,106,63
87.00,4095,4095,416,112,64
87.00,4095,4095,352,128,48
87.00,0,193,191,0,0
88.00,0,0,176,0,0
88.00,0,0,87,0,0
88.00,0,0,79,0,0
88.00,0,39,106,0,0
88.00,0,93,207,0,0
89.00,0,48,98,0,0
89.00,0,105,339,0,0
89.00,0,4,4095,22,0
89.00,0,97,15,0,0
89.00,0,0,6,0,0
89.00,0,0,133,0,0
90.00,0,0,74,0,0
90.00,0,0,144,0,0
90.00,0,0,90,0,0
90.00,0,33,177,0,0
90.00,0,0,81,0,0
91.00,0,0,163,0,0
91.00,0,65,125,0,0
91.00,0,0,112,0,0
91.00,0,71,183,0,0
91.00,0,0,80,0,0
92.00,0,35,106,0,0
92.00,0,98,176,0,0
92.00,0,3,4095,50,0
92.00,0,64,4095,75,0
92.00,0,0,4095,102,0
92.00,0,0,4095,67,0
93.00,0,26,4095,61,0
93.00,0,15,4095,54,0
93.00,0,0,4095,80,0
93.00,0,58,51,0,0
93.00,0,49,122,0,0
94.00,0,0,44,0,0
94.00,0,0,118,0,0
94.00,0,47,54,0,0
94.00,0,0,4095,98,0
94.00,0,134,4095,79,0
95.00,0,130,4095,80,0
95.00,0,144,4095,75,0
95.00,0,0,80,0,0
95.00,0,0,103,0,0
96.00,0,0,80,0,0
96.00,0,70,89,0,0
96.00,0,0,96,0,0
96.00,0,48,171,0,0
97.00,0,0,193,0,0
97.00,45,78,275,134,22
97.00,0,0,118,0,0
97.00,0,84,132,0,0
97.00,0,0,80,0,0
98.00,0,0,144,0,0
98.00,0,10,78,0,0
98.00,0,0,140,0,0
98.00,0,93,124,0,0
98.00,0,18,165,0,0
98.00,0,0,158,0,0
99.00,0,0,83,0,0
99.00,0,61,176,0,0
99.00,0,0,87,0,0
99.00,0,0,159,0,0
99.00,0,48,96,0,0
100.00,0,73,145,0,0
100.00,0,0,80,0,0
100.00,0,0,165,0,0
100.00,0,14,90,0,0
100.00,0,0,144,0,0
101.00,0,87,134,0,0
101.00,0,0,82,0,0
101.00,0,0,101,0,0
101.00,0,0,101,0,0
101.00,0,49,179,0,0
102.00,0,0,84,0,0
102.00,0,0,177,0,0
102.00,0,0,167,0,0
102.00,0,0,176,0,0
102.00,0,0,174,0,0
103.00,0,0,172,0,0
103.00,0,0,176,0,0
103.00,0,0,182,0,0
103.00,0,0,176,0,0
103.00,0,0,174,0,0
104.00,0,15,186,0,0
104.00,0,25,190,0,0
104.00,0,7,179,0,36
104.00,0,80,268,27,4095
104.00,0,63,272,19,4095
105.00,0,2,163,9,4095
105.00,0,0,274,39,4095
105.00,0,0,272,52,4095
105.00,0,0,150,19,4095
105.00,0,0,157,12,4095
106.00,0,0,122,0,4095
106.00,0,0,127,0,4095
106.00,0,0,245,31,4095
106.00,0,19,138,0,4095
106.00,0,49,260,11,4095
106.00,0,0,161,12,4095
107.00,0,128,202,13,4095
107.00,0,0,128,0,4095
107.00,0,130,271,0,4095
107.00,0,0,189,11,4095
107.00,0,112,176,22,4095
107.00,0,112,167,30,4095
108.00,0,0,266,16,4095
108.00,0,147,240,38,4095
108.00,0,146,240,33,4095
108.00,0,148,236,26,4095
109.00,0,153,234,13,4095
109.00,0,152,198,23,4095
109.00,0,144,209,23,4095
109.00,0,0,242,27,4095
109.00,0,9,115,2,4095
109.00,0,62,251,0,4095
110.00,0,0,141,3,4095
110.00,0,0,175,0,0
110.00,0,0,41,0,0
110.00,0,86,173,0,0
110.00,0,66,198,0,0
110.00,0,73,198,0,0
110.00,0,76,191,0,0
111.00,0,0,124,0,0
111.00,0,29,75,0,0
111.00,0,0,179,0,0
111.00,0,0,58,0,0
111.00,0,0,156,58,18
111.00,0,0,25,0,0
112.00,0,0,43,0,0
112.00,0,79,151,0,0
112.00,0,0,142,0,0
112.00,0,0,48,0,0
112.00,0,0,182,0,0
112.00,0,0,29,0,0
113.00,0,108,140,0,0
113.00,0,84,119,0,0
113.00,0,0,163,0,0
113.00,0,0,160,0,0
113.00,0,0,154,47,10
113.00,0,89,324,54,16
113.00,149,0,354,349,134
114.00,0,0,196,0,0
114.00,0,0,318,71,35
114.00,0,0,176,0,0
114.00,0,0,170,58,26
114.00,0,123,321,101,48
114.00,0,0,254,109,68
115.00,0,62,73,0,0
115.00,0,0,329,70,29
115.00,112,207,464,278,170
115.00,0,213,16,0,0
115.00,0,0,194,0,0
115.00,0,12,0,0,0
116.00,0,146,177,0,0
116.00,0,208,16,0,0
116.00,0,0,158,82,46
116.00,0,211,141,80,42
116.00,0,0,150,117,58
116.00,0,0,304,91,64
117.00,0,0,42,0,0
117.00,0,0,48,0,0
117.00,0,59,112,0,0
117.00,0,0,41,0,0
117.00,0,0,40,0,0
117.00,0,0,21,0,0
118.00,0,0,48,0,0
118.00,0,0,159,0,0
118.00,0,0,174,0,0
119.00,0,0,176,0,0
119.00,0,77,186,0,0
119.00,0,44,55,0,0
119.00,0,0,15,0,0
119.00,0,0,87,0,0
119.00,0,0,180,0,0
120.00,0,0,17,0,0
120.00,0,77,146,0,0
120.00,0,0,114,0,0
120.00,0,0,28,0,0
120.00,0,0,9,0,0
120.00,0,0,116,0,0
121.00,0,0,176,0,0
121.00,0,66,123,0,0
121.00,0,0,148,0,0
121.00,0,0,16,0,0
121.00,0,0,25,0,0
121.00,0,0,156,0,0
122.00,0,41,205,0,0
122.00,0,57,80,0,0
122.00,0,0,14,0,0
122.00,0,0,59,0,0
122.00,0,48,48,0,0
122.00,0,0,183,0,0
123.00,0,67,191,0,0
123.00,0,17,54,0,0
123.00,0,0,1,0,0
123.00,0,0,127,0,0
123.00,0,0,169,0,0
123.00,0,90,170,0,0
124.00,0,0,129,0,0
124.00,0,0,20,0,0
124.00,0,0,208,0,0
124.00,0,55,110,0,0
124.00,0,22,215,0,0
124.00,0,0,150,0,0
125.00,0,0,18,0,0
125.00,0,0,15,0,0
125.00,0,0,31,0,0
125.00,0,0,15,0,0
125.00,0,0,176,0,0
126.00,0,30,62,0,0
126.00,0,0,50,0,0
126.00,0,80,224,0,0
126.00,0,0,0,0,0
126.00,0,0,182,0,0
127.00,0,0,70,0,0
127.00,0,0,0,0,0
127.00,0,0,195,0,0
127.00,0,11,10,0,0
127.00,0,0,128,0,0
127.00,0,81,149,0,0
128.00,0,0,0,0,0
128.00,0,0,7,0,0
128.00,0,80,130,0,0
128.00,0,48,195,0,0
128.00,0,0,4,0,0
129.00,0,0,149,0,0
129.00,0,79,80,0,0
129.00,0,0,0,0,0
129.00,0,35,207,0,0
130.00,0,7,18,0,0
130.00,0,0,0,0,0
130.00,0,0,176,0,0
130.00,0,0,68,0,0
131.00,0,80,208,0,0
131.00,0,0,0,0,0
131.00,0,0,182,0,0
131.00,0,15,12,0,0
131.00,0,77,162,0,0
132.00,0,0,192,0,0
132.00,0,0,7,0,0
132.00,0,83,144,0,0
132.00,0,0,195,0,0
132.00,0,0,0,0,0
132.00,0,0,140,0,0
133.00,0,61,77,0,0
133.00,0,0,0,0,0
133.00,0,47,206,0,0
133.00,0,0,0,0,0
133.00,0,0,139,0,0
134.00,0,48,80,0,0
134.00,0,0,22,0,0
134.00,0,75,221,0,0
134.00,0,0,0,0,0
134.00,0,27,43,0,0
135.00,0,71,227,0,0
135.00,0,0,187,0,0
135.00,0,0,84,0,0
135.00,0,95,176,0,0
135.00,0,0,0,0,0
135.00,0,0,190,0,0
136.00,0,0,13,0,0
136.00,0,0,92,0,0
136.00,0,104,144,0,0
136.00,0,0,0,0,0
136.00,0,19,229,0,0
137.00,0,0,0,0,0
137.00,0,0,143,0,0
137.00,0,80,107,0,0
137.00,0,0,0,0,0
137.00,0,0,0,0,0
138.00,0,51,80,0,0
138.00,0,48,71,0,0
138.00,0,57,81,0,0
138.00,0,47,89,0,0
138.00,0,55,70,0,0
139.00,0,51,64,0,0
139.00,0,43,73,0,0
139.00,0,36,46,0,0
139.00,0,50,43,0,0
139.00,0,38,51,0,0
140.00,0,41,47,0,0
140.00,0,16,43,0,0
140.00,0,31,64,0,0
140.00,0,29,43,0,0
140.00,0,14,18,0,0
141.00,0,21,34,0,0
141.00,0,18,22,0,0
141.00,0,17,17,0,0
141.00,0,9,7,0,0
141.00,0,0,189,0,0
142.00,0,25,26,0,0
142.00,0,0,109,0,0
143.00,0,0,0,0,0
143.00,0,0,0,0,0
143.00,0,0,183,0,0
143.00,0,0,192,0,0
143.00,0,0,185,0,0
144.00,0,0,189,0,0
144.00,0,0,187,0,0
144.00,0,0,183,0,0
144.00,0,0,186,0,0
144.00,0,0,201,0,0
145.00,0,0,179,0,0
145.00,0,0,195,0,0
145.00,0,0,0,0,0
145.00,0,0,0,0,0
145.00,0,38,210,0,0
145.00,0,0,0,0,0
146.00,0,0,147,0,0
146.00,0,0,154,0,0
146.00,0,0,158,0,0
146.00,0,0,150,0,0
146.00,0,0,176,0,0
146.00,0,0,162,0,0
146.00,0,0,171,0,0
147.00,0,0,0,0,0
147.00,0,52,239,0,0
147.00,0,0,29,0,0
147.00,0,7,15,0,0
147.00,0,0,176,0,0
147.00,0,0,0,0,0
148.00,0,75,213,0,0
148.00,0,78,239,0,0
148.00,0,0,6,0,0
148.00,0,31,20,0,0
148.00,0,0,193,0,0
148.00,0,0,0,0,0
148.00,0,102,203,0,0
149.00,0,0,60,0,0
149.00,0,19,16,0,0
149.00,0,0,179,0,0
149.00,0,0,0,0,0
149.00,0,0,0,0,0
149.00,0,97,190,0,0
150.00,0,0,70,0,0
150.00,0,0,0,0,0
150.00,0,0,187,0,0
150.00,0,0,0,0,0
150.00,0,0,0,0,0
150.00,0,0,0,0,0
151.00,0,0,0,0,0
151.00,0,65,149,0,0
151.00,0,0,110,0,0
151.00,0,0,0,0,0
151.00,0,0,192,0,0
151.00,0,0,0,0,0
151.00,0,62,82,0,0
152.00,0,0,126,0,0
152.00,0,0,136,0,0
152.00,0,0,0,0,0
152.00,0,20,208,0,0
152.00,0,47,78,0,0
152.00,0,0,161,0,0
153.00,0,63,87,0,0
153.00,0,0,160,0,0
153.00,0,0,0,0,0
154.00,0,58,234,0,0
154.00,0,53,237,0,0
154.00,0,74,224,0,0
154.00,0,0,43,0,0
154.00,0,22,25,0,0
154.00,0,0,192,0,0
155.00,0,0,0,0,0
155.00,0,0,0,0,0
155.00,0,0,0,0,0
155.00,0,0,0,0,0
155.00,0,62,143,0,0
155.00,0,0,124,0,0
155.00,0,0,0,0,0
156.00,0,0,222,0,0
156.00,0,0,0,0,0
156.00,0,49,96,0,0
156.00,0,0,141,0,0
156.00,0,0,162,0,0
156.00,0,0,170,0,0
157.00,0,97,240,0,0
157.00,0,0,46,0,0
157.00,0,0,181,0,0
157.00,0,81,195,0,0
157.00,0,0,59,0,0
157.00,0,0,0,0,0
158.00,0,0,0,0,0
158.00,0,0,135,0,0
158.00,0,7,225,0,0
158.00,0,58,75,0,0
158.00,0,0,0,0,0
158.00,0,0,0,0,0
159.00,0,0,0,0,0
159.00,0,0,36,0,0
159.00,0,31,25,0,0
159.00,0,0,187,0,0
159.00,0,77,190,0,0
159.00,0,0,0,0,0
160.00,0,0,187,0,0
160.00,0,54,127,0,0
160.00,0,0,142,0,0
160.00,0,0,0,0,0
160.00,0,0,0,0,0
160.00,0,0,157,0,0
161.00,0,81,247,0,0
161.00,0,49,28,0,0
161.00,0,0,0,0,0
161.00,0,0,80,0,0
161.00,0,0,187,0,0
161.00,0,81,155,0,0
162.00,0,0,111,0,0
162.00,0,0,222,0,0
162.00,0,66,106,0,0
162.00,0,0,0,0,0
162.00,0,0,0,0,0
162.00,0,0,173,0,0
163.00,0,0,0,0,0
163.00,0,0,42,0,0
163.00,0,0,183,0,0
163.00,0,74,198,0,0
164.00,0,0,90,0,0
164.00,0,0,0,0,0
164.00,0,0,0,0,0
164.00,0,0,161,0,0
165.00,0,19,229,0,0
165.00,0,0,0,0,0
165.00,0,0,144,0,0
165.00,0,80,247,0,0
165.00,0,0,185,0,0
165.00,0,68,224,0,0
166.00,0,0,186,0,0
166.00,0,0,35,0,0
166.00,0,0,0,0,0
166.00,0,0,85,0,0
166.00,0,0,0,0,0
166.00,0,0,0,0,0
167.00,0,79,163,0,0
167.00,0,0,208,0,0
167.00,0,0,124,0,0
167.00,0,0,0,0,0
167.00,0,0,115,0,0
168.00,0,37,228,0,0
168.00,0,0,150,0,0
168.00,0,45,226,0,0
168.00,0,0,159,0,0
168.00,0,33,51,0,0
168.00,0,0,4,0,0
169.00,0,75,240,0,0
169.00,0,0,179,0,0
169.00,0,29,23,0,0
169.00,0,0,37,0,0
169.00,0,83,218,0,0
170.00,0,0,0,0,0
170.00,0,0,187,0,0
170.00,0,4,1,0,0
170.00,0,0,91,0,0
170.00,0,0,0,0,0
170.00,0,0,0,0,0
171.00,0,83,145,0,0
171.00,0,0,0,0,0
171.00,0,1,204,0,0
171.00,0,0,0,0,0
171.00,0,0,128,0,0
172.00,0,54,105,0,0
172.00,0,0,0,0,0
172.00,0,43,229,0,0
172.00,0,0,0,0,0
172.00,0,0,141,0,0
173.00,0,48,63,0,0
173.00,0,0,0,0,0
173.00,0,66,241,0,0
173.00,0,0,0,0,0
173.00,0,34,33,0,0
174.00,0,64,240,0,0
174.00,0,0,0,0,0
174.00,0,0,173,0,0
174.00,0,11,17,0,0
174.00,0,0,41,0,0
174.00,0,74,211,0,0
175.00,0,0,0,0,0
175.00,0,0,187,0,0
175.00,0,21,28,0,0
176.00,0,0,0,0,0
176.00,0,0,192,0,0
176.00,0,31,6,0,0
176.00,0,0,46,0,0
177.00,0,0,195,0,0
177.00,0,0,0,0,0
