11,13,24,-48.812,0.228,7649.5806,0.0095,23999947.6,0.244
10,14,24,10745.186,19.472,7167.2329,0.8113,24011535.43,20.904
9,15,24,34020,500,6165,21,24036522,537
18,7,25,55983,503,5613,20,25060100,540
17,8,25,27329.03,165.084,6727.8058,6.6034,25029338.92,177.225
16,9,25,11334.167,96.442,7336.3065,3.8577,25012167.73,103.535
15,10,25,-2035.503,29.045,7839.7994,1.1618,24997814.8,31.181
14,11,25,-9357.814,1.2,8101.3979,0.048,24989953.97,1.288
13,12,25,-13192.782,0.047,8223.5028,0.0019,24985836.97,0.05
12,13,25,-8915.974,0.065,8021.1366,0.0026,24990428.31,0.069
11,14,25,3827.322,10,7480.1109,0.4,25004108.8,10.735
10,15,25,20190,400,6794,16,25021675,429
18,8,26,34661.041,164.95,6497.479,6.3442,26037210.16,177.081
17,9,26,18674.655,107.027,7082.2497,4.1164,26020048.07,114.898
16,10,26,481.114,18.429,7751.911,0.7088,26000516.5,19.784
15,11,26,-6860.78,3.502,8004.2013,0.1347,25992634.65,3.759
14,12,26,-16214.544,0.029,8333.8711,0.0011,25982592.97,0.031
13,13,26,-12210.139,0.066,8149.7653,0.0026,25986891.88,0.071
12,14,26,-7141.003,0.108,7924.7083,0.0041,25992333.82,0.115
11,15,26,10973,196,7198,8,26011780,210
10,16,26,27680,600,6525,23,26029716,644
19,8,27,44670,500,6185,19,27047955,537
18,9,27,25133.478,120.198,6879.6662,4.4518,27026981.9,129.037
17,10,27,7050.91,90.77,7520.4151,3.3619,27007569.46,97.445
16,11,27,-5517.791,3.726,7956.9467,0.138,26994076.41,4
15,12,27,-14586.594,0.047,8263.8525,0.0018,26984340.65,0.05
14,13,27,-17196.864,0.047,8331.5533,0.0018,26981538.41,0.05
13,14,27,-12384.505,0.107,8124.342,0.004,26986704.69,0.115
12,15,27,-659.032,9.001,7661.0894,0.3334,26999292.5,9.662
11,16,27,17491,400,6960,15,27018777,430
20,8,28,52080,699,5988,25,28055910,750
19,9,28,33403.796,120.347,6626.8567,4.2981,28035860.45,129.198
18,10,28,11299.738,126.068,7388.3463,4.5024,28012130.77,135.339
17,11,28,-988.315,10.246,7799.2644,0.3659,27998939,11
16,12,28,-15019.946,0.261,8272.4531,0.0093,27983875.43,0.28
15,13,28,-16850.719,0.049,8309.8969,0.0018,27981910.01,0.052
14,14,28,-21492.79711,0.00051,8447.7445,0.0002,27976926.53,0.00055
13,15,28,-7147.856,1.147,7907.4842,0.041,27992326.46,1.231
12,16,28,4073.203,160,7478.7911,5.7143,28004372.76,171.767
11,17,28,28270,500,6587,18,28030349,537
20,9,29,40150.19,525.363,6444.0314,18.116,29043103,564
19,10,29,18399.803,149.505,7167.0673,5.1553,29019753,160.5
18,11,29,2679.994,7.337,7682.1522,0.253,29002877.09,7.876
17,12,29,-10612.36,0.345,8113.5317,0.0119,28988607.16,0.369
16,13,29,-18207.762,0.345,8348.4647,0.0119,28980453.16,0.37
15,14,29,-21895.08154,0.00056,8448.6361,0.0002,28976494.66,0.0006
14,15,29,-16952.849,0.359,8251.2368,0.0124,28981800.37,0.385
13,16,29,-3094.423,13.041,7746.3826,0.4497,28996678,14
12,17,29,14022,189,7129,7,29015053,203
11,18,29,37969,439,6276,15,29040761,471
21,9,30,48960,500,6205,17,30052561,537
20,10,30,23280.12,253.25,7034.5317,8.4417,30024992.24,271.875
19,11,30,8474.67,4.727,7501.9685,0.1576,30009097.93,5.074
18,12,30,-8881.373,1.295,8054.425,0.0432,29990465.45,1.39
17,13,30,-15864.116,1.936,8261.1049,0.0645,29982969.17,2.077
16,14,30,-24432.962,0.022,8520.6549,0.0008,29973770.14,0.023
15,15,30,-20200.856,0.065,8353.5064,0.0022,29978313.49,0.069
14,16,30,-14059.254,0.206,8122.7081,0.0069,29984906.77,0.221
13,17,30,4674.548,23.876,7472.1698,0.7959,30005018.33,25.631
12,18,30,22071,179,6866,6,30023694,192
22,9,31,56843,535,6011,17,31061023,574
21,10,31,31181.594,266.195,6813.0902,8.5869,31033474.82,285.772
20,11,31,12246.031,13.972,7398.6778,0.4507,31013146.65,15
19,12,31,-3122.152,3.074,7869.1886,0.0992,30996648.23,3.3
18,13,31,-14950.709,2.236,8225.518,0.0721,30983949.75,2.4
17,14,31,-22949.037,0.043,8458.2916,0.0014,30975363.2,0.046
16,15,31,-24440.54442,0.00075,8481.1677,0.0002,30973762,0.0008
15,16,31,-19042.531,0.229,8281.8013,0.0074,30979557,0.246
14,17,31,-7034.552,3.447,7869.2101,0.1112,30992448.1,3.7
13,18,31,11325,200,7252,6,31012158,215
12,19,31,34260,300,6487,10,31036780,322
22,10,32,36999,503,6671,16,32039720,540
21,11,32,18640.152,37.26,7219.8815,1.1644,32020011.02,40
20,12,32,-828.901,3.26,7803.8411,0.1019,31999110.14,3.5
19,13,32,-11099.368,7.173,8100.3449,0.2241,31988084.34,7.7
18,14,32,-24077.689,0.298,8481.469,0.0093,31974151.54,0.32
17,15,32,-24304.876,0.04,8464.1203,0.0013,31973907.64,0.042
16,16,32,-26015.53714,0.00131,8493.1301,0.0002,31972071.17,0.00141
15,17,32,-13334.706,0.562,8072.4058,0.0176,31985684.61,0.603
14,18,32,-2200.352,1.77,7700.0089,0.0553,31997637.82,1.9
13,19,32,21990,400,6920,12,32023607,429
23,10,33,46130,600,6436,18,33049523,644
22,11,33,23780.113,449.912,7089.9262,13.6337,33025529,483
21,12,33,4962.873,2.663,7636.4382,0.0807,33005327.86,2.859
20,13,33,-8497.382,6.986,8020.6172,0.2117,32990877.69,7.5
19,14,33,-20514.328,0.699,8361.0596,0.0212,32977976.96,0.75
18,15,33,-26337.35,1.09,8513.8073,0.033,32971725.69,1.17
17,16,33,-26585.8583,0.00134,8497.6304,0.0002,32971458.91,0.00144
16,17,33,-21003.34,0.391,8304.7557,0.0118,32977451.99,0.419
15,18,33,-9384.295,0.401,7928.9559,0.0121,32989925.55,0.43
14,19,33,7540,200,7392,6,33008095,215
13,20,33,31030,400,6657,12,33033312,429
24,10,34,52842,513,6287,15,34056728,551
23,11,34,31680.114,599.416,6886.4377,17.6299,34034010,643.5
22,12,34,8323.324,6.893,7550.3919,0.2027,34008935.46,7.4
21,13,34,-2997.619,2.105,7860.3506,0.0619,33996781.92,2.259
20,14,34,-19991.684,0.801,8337.1659,0.0236,33978538.05,0.86
19,15,34,-24548.702,0.81,8448.1856,0.0238,33973645.89,0.87
18,16,34,-29931.689,0.045,8583.4986,0.0013,33967867.01,0.047
17,17,34,-24440.086,0.049,8398.9706,0.0014,33973762.49,0.052
16,18,34,-18378.293,0.078,8197.6724,0.0023,33980270.09,0.083
15,19,34,-1220,196,7670,6,33998690,210
14,20,34,14890,300,7173,9,34015985,322
24,11,35,37831,670,6745,19,35040614,720
23,12,35,15639.786,269.668,7356.2338,7.7048,35016790,289.5
22,13,35,-223.73,7.359,7787.1243,0.2103,34999759.82,7.9
21,14,35,-14391.48,35.857,8169.5644,1.0245,34984550.11,38.494
20,15,35,-24857.809,1.866,8446.2496,0.0533,34973314.05,2.003
19,16,35,-28846.21,0.04,8537.8511,0.0012,34969032.32,0.043
18,17,35,-29013.532,0.035,8520.279,0.001,34968852.69,0.038
17,18,35,-23047.289,0.68,8327.4621,0.0194,34975257.72,0.73
16,19,35,-11172.893,0.512,7965.8409,0.0146,34988005.41,0.55
15,20,35,5190,200,7476,6,35005572,215
14,21,35,27100,400,6828,11,35029093,429
25,11,36,45903,687,6557,19,36049279,737
24,12,36,20380.159,690.237,7244.4202,19.1733,36021879,741
23,13,36,5950.384,149.505,7623.5154,4.1529,36006388,160.5
22,14,36,-12436.125,71.797,8112.5199,1.9944,35986649.27,77.077
21,15,36,-20251.045,13.114,8307.8692,0.3643,35978259.61,14.078
20,16,36,-30664.141,0.188,8575.39,0.0052,35967080.69,0.201
19,17,36,-29522.008,0.036,8521.9322,0.001,35968306.82,0.038
18,18,36,-30231.542,0.027,8519.9096,0.0008,35967545.11,0.028
17,19,36,-17417.182,0.325,8142.2233,0.009,35981301.89,0.349
16,20,36,-6451.166,40,7815.8799,1.1111,35993074.39,42.941
15,21,36,16150,300,7166,8,36017338,322
26,11,37,53134,687,6403,19,37057042,737
25,12,37,28211.478,698.947,7055.1115,18.8905,37030286.27,750.35
24,13,37,9809.564,180.244,7531.316,4.8715,37010531,193.5
23,14,37,-6571.512,113.809,7952.9033,3.0759,36992945.19,122.179
22,15,37,-18996.012,37.948,8267.5561,1.0256,36979606.94,40.738
21,16,37,-26896.426,0.198,8459.9363,0.0054,36971125.5,0.212
20,17,37,-31761.552,0.052,8570.2816,0.0014,36965902.57,0.055
19,18,37,-30947.679,0.207,8527.1406,0.0056,36966776.3,0.221
18,19,37,-24800.201,0.094,8339.848,0.0025,36973375.89,0.1
17,20,37,-13136.07,0.634,8003.4567,0.0171,36985897.85,0.68
16,21,37,3780,300,7525,8,37004058,322
15,22,37,25170,400,6926,11,37027021,429
27,11,38,61905,715,6216,19,38066458,768
26,12,38,34074,503,6928,13,38036580,540
25,13,38,16470,150,7370,4,38017681,161
24,14,38,-4170.299,104.793,7892.8297,2.7577,37995523,112.5
23,15,38,-14621.565,72.581,8147.2749,1.91,37984303.11,77.918
22,16,38,-26861.216,7.172,8448.7829,0.1887,37971163.3,7.699
21,17,38,-29798.116,0.098,8505.4817,0.0026,37968010.41,0.105
20,18,38,-34714.827,0.195,8614.2807,0.0051,37962732.1,0.209
19,19,38,-28800.76,0.195,8438.0593,0.0051,37969081.11,0.209
18,20,38,-22058.503,0.194,8240.0434,0.0051,37976319.22,0.208
17,21,38,-4249,200,7751,5,37995438,215
16,22,38,11370,300,7319,8,38012206,322
28,11,39,69977,743,6056,19,39075123,797
27,12,39,42775,513,6734,13,39045921,551
26,13,39,21490,300,7260,8,39023070,322
25,14,39,2320.352,135.532,7730.9793,3.4752,39002491,145.5
24,15,39,-12774.636,112.645,8097.9701,2.8883,38986285.87,120.929
23,16,39,-23162.672,50,8344.2698,1.2821,38975133.85,53.677
22,17,39,-29800.218,1.732,8494.4032,0.0444,38968008.15,1.859
21,18,39,-33242.195,5,8562.5988,0.1282,38964313.04,5.367
20,19,39,-33807.19535,0.00456,8557.0258,0.0003,38963706.48,0.00489
19,20,39,-27282.707,0.596,8369.6711,0.0153,38970710.81,0.64
18,21,39,-14172.726,24,8013.4575,0.6154,38984784.95,25.765
17,22,39,2500,200,7566,5,39002684,215
16,23,39,22570,400,7031,10,39024230,429
28,12,40,49550,500,6598,13,40053194,537
27,13,40,28820,300,7097,7,40030940,322
26,14,40,5666.876,121.991,7655.8247,3.0498,40006083.64,130.962
25,15,40,-8139.189,83.607,7981.4177,2.0902,39991262.22,89.755
24,16,40,-22837.85,3.982,8329.3255,0.0996,39975482.56,4.274
23,17,40,-27557.818,32.066,8427.766,0.8016,39970415.47,34.423
22,18,40,-35039.89997,0.00218,8595.2594,0.0002,39962383.12,0.00234
21,19,40,-33535.497,0.056,8538.0907,0.0014,39963998.17,0.06
