3.216131287e+02;2.403027756e-04
3.217207947e+02;5.807317211e-04
3.218284607e+02;-4.005046503e-05
3.219361267e+02;-3.804794105e-04
3.220438232e+02;2.603280009e-04
3.221515198e+02;-2.663355786e-03
3.222592163e+02;2.843583003e-03
3.223669434e+02;1.802270854e-04
3.224746399e+02;-2.403027756e-04
3.225823669e+02;5.406812415e-04
3.226900940e+02;1.602018601e-04
3.227978210e+02;1.401766203e-04
3.229055786e+02;-4.005046503e-05
3.230133362e+02;-5.406812415e-04
3.231210938e+02;4.205298610e-04
3.232288513e+02;-1.802270883e-03
3.233366089e+02;2.983759623e-03
3.234443970e+02;-5.406812415e-04
3.235521851e+02;6.408074405e-04
3.236599731e+02;-1.021286822e-03
3.237677612e+02;8.010093006e-05
3.238755798e+02;-3.003784805e-04
3.239833984e+02;2.563229762e-03
3.240912170e+02;-1.942447503e-03
3.241990356e+02;2.022548346e-03
3.243068542e+02;-6.207822007e-04
3.244147034e+02;4.806055513e-04
3.245225525e+02;9.411859210e-04
3.246304016e+02;1.261589583e-03
3.247382812e+02;-1.121412963e-03
3.248461304e+02;-2.002523252e-05
3.249540100e+02;-2.403027756e-04
3.250618896e+02;-8.610849618e-04
3.251697998e+02;-1.061337302e-03
3.252776794e+02;2.603280009e-04
3.253855896e+02;-1.361715724e-03
3.254934998e+02;1.241564401e-03
3.256014099e+02;-7.209083415e-04
3.257093201e+02;-2.002523252e-05
3.258172607e+02;-9.812363423e-04
3.259252014e+02;1.261589583e-03
3.260331421e+02;4.005046503e-04
3.261410828e+02;8.010093006e-04
3.262490540e+02;8.410597220e-04
3.263570251e+02;2.603280009e-04
3.264649963e+02;-2.242825925e-03
3.265729675e+02;7.209083415e-04
3.266809387e+02;-9.612111025e-04
3.267889404e+02;5.006308202e-04
3.268969421e+02;8.210344822e-04
3.270049438e+02;6.608326221e-04
3.271129761e+02;-8.010093006e-04
3.272209778e+02;6.808578619e-04
3.273290100e+02;4.205298610e-04
3.274370422e+02;4.405551008e-04
3.275450745e+02;-7.809840608e-04
3.276531372e+02;1.862346544e-03
3.277611694e+02;-9.612111025e-04
3.278692322e+02;-3.204037203e-04
3.279772949e+02;-2.403027756e-04
