3.216131287e+02;4.213060602e-04
3.217207947e+02;8.024877025e-05
3.218284607e+02;9.228608687e-04
3.219361267e+02;-4.614304344e-04
3.220438232e+02;-2.006219293e-04
3.221515198e+02;4.012438585e-04
3.222592163e+02;1.043234020e-03
3.223669434e+02;1.023171819e-03
3.224746399e+02;2.046343638e-03
3.225823669e+02;1.203731590e-04
3.226900940e+02;5.818036152e-04
3.227978210e+02;-3.009328793e-04
3.229055786e+02;8.426121203e-04
3.230133362e+02;-8.626742638e-04
3.231210938e+02;2.808707068e-04
3.232288513e+02;6.419901620e-04
3.233366089e+02;1.765472931e-03
3.234443970e+02;-5.818036152e-04
3.235521851e+02;1.003109646e-04
3.236599731e+02;8.225499187e-04
3.237677612e+02;3.209950810e-04
3.238755798e+02;5.818036152e-04
3.239833984e+02;1.063296222e-03
3.240912170e+02;7.423011120e-04
3.241990356e+02;4.413682327e-04
3.243068542e+02;-3.611194843e-04
3.244147034e+02;1.925970544e-03
3.245225525e+02;-4.413682327e-04
3.246304016e+02;1.464540022e-03
3.247382812e+02;-5.818036152e-04
3.248461304e+02;1.163607230e-03
3.249540100e+02;6.219279603e-04
3.250618896e+02;5.818036152e-04
3.251697998e+02;-4.012438585e-04
3.252776794e+02;1.625037636e-03
3.253855896e+02;1.003109646e-04
3.254934998e+02;1.705286442e-03
3.256014099e+02;9.228608687e-04
3.257093201e+02;1.344166929e-03
3.258172607e+02;3.611194843e-04
3.259252014e+02;2.487711841e-03
3.260331421e+02;-4.213060602e-04
3.261410828e+02;-9.228608687e-04
3.262490540e+02;7.021767669e-04
3.263570251e+02;1.604975434e-03
3.264649963e+02;1.023171819e-03
3.265729675e+02;8.626742638e-04
3.266809387e+02;1.243855921e-03
3.267889404e+02;1.625037636e-03
3.268969421e+02;9.228608687e-04
3.270049438e+02;1.083358424e-03
3.271129761e+02;1.203731517e-03
3.272209778e+02;4.413682327e-04
3.273290100e+02;1.665162039e-03
3.274370422e+02;8.426121203e-04
3.275450745e+02;6.821145653e-04
3.276531372e+02;6.018657587e-04
3.277611694e+02;4.213060602e-04
3.278692322e+02;2.407463180e-04
3.279772949e+02;1.223793719e-03
3.280853882e+02;5.818036152e-04
3.281934509e+02;6.419901620e-04
3.283015442e+02;6.419901620e-04
3.284096375e+02;-3.209950810e-04
3.285177612e+02;-8.024877025e-05
3.286258545e+02;1.304042526e-03
3.287339783e+02;1.885846141e-03
3.288421021e+02;1.203731590e-04
3.289502258e+02;1.003109617e-03
3.290583496e+02;-1.464540022e-03
3.291665039e+02;9.228608687e-04
3.292746582e+02;2.407463035e-03
3.293828125e+02;5.416792119e-04
3.294909668e+02;1.283980324e-03
3.295991516e+02;1.083358424e-03
3.297073059e+02;3.009328793e-04
3.298154907e+02;1.564851031e-03
3.299237061e+02;1.103420625e-03
3.300318909e+02;5.416792119e-04
3.301401062e+02;4.213060602e-04
3.302482910e+02;4.814926360e-04
3.303565369e+02;1.123482827e-03
3.304647522e+02;2.688333858e-03
3.305729675e+02;5.617414135e-04
3.306812134e+02;-8.024877025e-05
3.307894592e+02;7.824255154e-04
3.308977051e+02;1.725348528e-03
3.310059814e+02;-5.416792119e-04
3.311142273e+02;8.626742638e-04
3.312225037e+02;1.263918122e-03
3.313307800e+02;0.000000000e+00
3.314390869e+02;-1.604975405e-04
3.315473633e+02;1.604975405e-04
3.316556702e+02;2.006219256e-05
3.317639771e+02;8.225499187e-04
3.318722839e+02;2.808707068e-04
3.319805908e+02;1.785535133e-03
3.320889282e+02;9.830474155e-04
3.321972656e+02;1.283980324e-03
3.323056030e+02;-1.845721737e-03
3.324139404e+02;6.219279603e-04
3.325223083e+02;2.206841164e-04
3.326306458e+02;3.410572826e-04
3.327390137e+02;2.608085051e-04
3.328474121e+02;1.063296222e-03
3.329557800e+02;8.024877025e-05
3.330641785e+02;7.824255154e-04
3.331725464e+02;2.808707068e-04
3.332809753e+02;2.206841164e-04
3.333893738e+02;-1.584913232e-03
3.334977722e+02;8.827364654e-04
3.336062012e+02;1.404353534e-04
3.337146301e+02;-2.206841164e-04
3.338230591e+02;1.304042526e-03
3.339315186e+02;1.745410729e-03
3.340399475e+02;-1.123482827e-03
3.341484070e+02;-9.027986671e-04
3.342568665e+02;5.015548086e-04
3.343653259e+02;1.023171819e-03
3.344738159e+02;8.827364654e-04
3.345823059e+02;2.628147369e-03
3.346907654e+02;6.620523636e-04
3.347992859e+02;-1.003109646e-04
3.349077759e+02;5.818036152e-04
3.350162964e+02;5.416792119e-04
3.351247864e+02;-8.024877025e-05
3.352333069e+02;8.626742638e-04
3.353418579e+02;1.925970544e-03
3.354503784e+02;1.103420625e-03
3.355589294e+02;-5.416792119e-04
3.356674805e+02;6.620523636e-04
3.357760315e+02;5.617414135e-04
3.358845825e+02;2.226903336e-03
3.359931641e+02;0.000000000e+00
3.361017456e+02;1.865783939e-03
3.362103271e+02;9.629852721e-04
3.363189087e+02;1.665162039e-03
3.364274902e+02;1.023171819e-03
3.365361023e+02;8.225499187e-04
3.366447144e+02;-7.824255154e-04
3.367533264e+02;6.620523636e-04
3.368619385e+02;-8.827364654e-04
3.369705811e+02;1.163607230e-03
3.370791931e+02;6.219279603e-04
3.371878357e+02;4.012438585e-04
3.372965088e+02;8.024877170e-04
3.374051514e+02;2.006219293e-04
3.375138245e+02;-1.043234020e-03
3.376224670e+02;1.745410729e-03
3.377311401e+02;-2.407463180e-04
3.378398438e+02;6.018657587e-04
3.379485168e+02;2.788644750e-03
3.380572205e+02;-6.018657950e-05
3.381659241e+02;1.243855921e-03
3.382746277e+02;2.026281552e-03
3.383833313e+02;1.805597421e-04
3.384920654e+02;1.003109617e-03
3.386007996e+02;4.413682327e-04
3.387095337e+02;1.745410729e-03
3.388182678e+02;-9.027986671e-04
3.389270020e+02;3.430634970e-03
3.390357666e+02;-1.625037636e-03
3.391445312e+02;-6.620523636e-04
3.392532959e+02;1.203731590e-04
3.393620605e+02;1.464540022e-03
3.394708557e+02;1.444477937e-03
3.395796509e+02;6.018657950e-05
3.396884460e+02;1.364229131e-03
3.397972412e+02;2.407463180e-04
3.399060364e+02;-2.006219293e-04
3.400148621e+02;-1.003109646e-04
3.401236877e+02;1.645099837e-03
